id,intent_id,domain,profile_id,stress_id,profile_mode,flag,synthetic,base_story,user_story,given,when,scope_supported,decision_reason,expected_action,output_type,then,ui_requirement,failure_to_avoid,acceptance,evidence_status
LC-07959,dia_diem-10,dia_diem,P06,S09,mobility,ai_down,True,"Là người khó đi lại, tôi muốn tìm trường gần nhà có thể tiếp nhận học sinh, để không đánh đồng gần nhà với đúng tuyến hoặc còn chỗ.","Là người khó đi lại, tôi muốn tìm trường gần nhà có thể tiếp nhận học sinh, để không đánh đồng gần nhà với đúng tuyến hoặc còn chỗ. Bối cảnh hiện tại: dịch vụ AI hết hạn mức hoặc không phản hồi.",dịch vụ AI hết hạn mức hoặc không phản hồi,Người dùng bắt đầu hoặc tiếp tục nhu cầu trên LC Compass.,False,Nhu cầu này chưa nằm trong gói nội dung thí điểm.,OFFICIAL_REDIRECT,OUT_OF_SCOPE,"Nêu rõ chưa hỗ trợ nhu cầu này; dẫn danh mục chính thức, không bịa câu trả lời để giữ người dùng.","ưu tiên kênh tiếp cận từ xa đã xác minh, không hứa xử lý tại nhà",luồng lựa chọn và phiếu đã duyệt vẫn phải dùng được,"Thực hiện OFFICIAL_REDIRECT; ưu tiên kênh tiếp cận từ xa đã xác minh, không hứa xử lý tại nhà; luồng lựa chọn và phiếu đã duyệt vẫn phải dùng được.",Giả định cho thiết kế; chưa kiểm tra trên người thật hoặc AI thật.
LC-07960,dia_diem-10,dia_diem,P06,S10,mobility,urgent,True,"Là người khó đi lại, tôi muốn tìm trường gần nhà có thể tiếp nhận học sinh, để không đánh đồng gần nhà với đúng tuyến hoặc còn chỗ.","Là người khó đi lại, tôi muốn tìm trường gần nhà có thể tiếp nhận học sinh, để không đánh đồng gần nhà với đúng tuyến hoặc còn chỗ. Bối cảnh hiện tại: đang có nguy cơ an toàn tức thời tại nơi ở hoặc nơi người dùng hiện diện.",đang có nguy cơ an toàn tức thời tại nơi ở hoặc nơi người dùng hiện diện,Người dùng bắt đầu hoặc tiếp tục nhu cầu trên LC Compass.,False,Nguy cơ tức thời được ưu tiên hơn hành trình thủ tục.,URGENT_HELP,OUT_OF_SCOPE,Dừng hành trình thủ tục; ưu tiên liên hệ trợ giúp khẩn đã xác minh hoặc người hỗ trợ tại chỗ.,"ưu tiên kênh tiếp cận từ xa đã xác minh, không hứa xử lý tại nhà","ưu tiên tìm trợ giúp khẩn phù hợp, không tiếp tục hỏi thủ tục","Thực hiện URGENT_HELP; ưu tiên kênh tiếp cận từ xa đã xác minh, không hứa xử lý tại nhà; ưu tiên tìm trợ giúp khẩn phù hợp, không tiếp tục hỏi thủ tục.",Giả định cho thiết kế; chưa kiểm tra trên người thật hoặc AI thật.
LC-07961,dia_diem-10,dia_diem,P07,S01,proxy_yes,clean,True,"Là người đang hỗ trợ người thân có sự đồng ý, tôi muốn tìm trường gần nhà có thể tiếp nhận học sinh, để không đánh đồng gần nhà với đúng tuyến hoặc còn chỗ.","Là người đang hỗ trợ người thân có sự đồng ý, tôi muốn tìm trường gần nhà có thể tiếp nhận học sinh, để không đánh đồng gần nhà với đúng tuyến hoặc còn chỗ. Bối cảnh hiện tại: thông tin tối thiểu đã rõ, nguồn và đầu mối trong mô hình đã được duyệt.","thông tin tối thiểu đã rõ, nguồn và đầu mối trong mô hình đã được duyệt",Người dùng bắt đầu hoặc tiếp tục nhu cầu trên LC Compass.,False,Nhu cầu này chưa nằm trong gói nội dung thí điểm.,OFFICIAL_REDIRECT,OUT_OF_SCOPE,"Nêu rõ chưa hỗ trợ nhu cầu này; dẫn danh mục chính thức, không bịa câu trả lời để giữ người dùng.",hỗ trợ thao tác không đồng nghĩa đại diện pháp lý,không biến phiếu chuẩn bị thành kết luận đủ điều kiện,Thực hiện OFFICIAL_REDIRECT; hỗ trợ thao tác không đồng nghĩa đại diện pháp lý; không biến phiếu chuẩn bị thành kết luận đủ điều kiện.,Giả định cho thiết kế; chưa kiểm tra trên người thật hoặc AI thật.
LC-07962,dia_diem-10,dia_diem,P07,S02,proxy_yes,unknown_area,True,"Là người đang hỗ trợ người thân có sự đồng ý, tôi muốn tìm trường gần nhà có thể tiếp nhận học sinh, để không đánh đồng gần nhà với đúng tuyến hoặc còn chỗ.","Là người đang hỗ trợ người thân có sự đồng ý, tôi muốn tìm trường gần nhà có thể tiếp nhận học sinh, để không đánh đồng gần nhà với đúng tuyến hoặc còn chỗ. Bối cảnh hiện tại: chỉ biết tên quận cũ, chưa xác định phường hiện tại.","chỉ biết tên quận cũ, chưa xác định phường hiện tại",Người dùng bắt đầu hoặc tiếp tục nhu cầu trên LC Compass.,False,Chưa xác định địa bàn thì không áp nội dung địa phương.,ASK_AREA,OUT_OF_SCOPE,Hỏi lại phường hiện tại hoặc hỗ trợ xác minh địa bàn; chưa xuất checklist địa phương.,hỗ trợ thao tác không đồng nghĩa đại diện pháp lý,không đoán địa giới từ tên đường hoặc tên quận cũ,Thực hiện ASK_AREA; hỗ trợ thao tác không đồng nghĩa đại diện pháp lý; không đoán địa giới từ tên đường hoặc tên quận cũ.,Giả định cho thiết kế; chưa kiểm tra trên người thật hoặc AI thật.
LC-07963,dia_diem-10,dia_diem,P07,S03,proxy_yes,outside,True,"Là người đang hỗ trợ người thân có sự đồng ý, tôi muốn tìm trường gần nhà có thể tiếp nhận học sinh, để không đánh đồng gần nhà với đúng tuyến hoặc còn chỗ.","Là người đang hỗ trợ người thân có sự đồng ý, tôi muốn tìm trường gần nhà có thể tiếp nhận học sinh, để không đánh đồng gần nhà với đúng tuyến hoặc còn chỗ. Bối cảnh hiện tại: xác nhận việc cần giải quyết ở ngoài phường Liên Chiểu.",xác nhận việc cần giải quyết ở ngoài phường Liên Chiểu,Người dùng bắt đầu hoặc tiếp tục nhu cầu trên LC Compass.,False,Phạm vi hướng dẫn phụ thuộc địa bàn được xác nhận.,OUTSIDE,OUT_OF_SCOPE,Thông báo ngoài địa bàn; mở danh mục chính thức để người dùng chọn nơi phù hợp.,hỗ trợ thao tác không đồng nghĩa đại diện pháp lý,không áp hướng dẫn địa phương sang nơi khác,Thực hiện OUTSIDE; hỗ trợ thao tác không đồng nghĩa đại diện pháp lý; không áp hướng dẫn địa phương sang nơi khác.,Giả định cho thiết kế; chưa kiểm tra trên người thật hoặc AI thật.
LC-07964,dia_diem-10,dia_diem,P07,S04,proxy_yes,stale,True,"Là người đang hỗ trợ người thân có sự đồng ý, tôi muốn tìm trường gần nhà có thể tiếp nhận học sinh, để không đánh đồng gần nhà với đúng tuyến hoặc còn chỗ.","Là người đang hỗ trợ người thân có sự đồng ý, tôi muốn tìm trường gần nhà có thể tiếp nhận học sinh, để không đánh đồng gần nhà với đúng tuyến hoặc còn chỗ. Bối cảnh hiện tại: nguồn hướng dẫn đã quá ngày rà soát quy định trong bộ dữ liệu.",nguồn hướng dẫn đã quá ngày rà soát quy định trong bộ dữ liệu,Người dùng bắt đầu hoặc tiếp tục nhu cầu trên LC Compass.,False,Nhu cầu này chưa nằm trong gói nội dung thí điểm.,OFFICIAL_REDIRECT,OUT_OF_SCOPE,"Nêu rõ chưa hỗ trợ nhu cầu này; dẫn danh mục chính thức, không bịa câu trả lời để giữ người dùng.",hỗ trợ thao tác không đồng nghĩa đại diện pháp lý,không trình bày dữ liệu cũ như đang còn hiệu lực,Thực hiện OFFICIAL_REDIRECT; hỗ trợ thao tác không đồng nghĩa đại diện pháp lý; không trình bày dữ liệu cũ như đang còn hiệu lực.,Giả định cho thiết kế; chưa kiểm tra trên người thật hoặc AI thật.
LC-07965,dia_diem-10,dia_diem,P07,S05,proxy_yes,conflict,True,"Là người đang hỗ trợ người thân có sự đồng ý, tôi muốn tìm trường gần nhà có thể tiếp nhận học sinh, để không đánh đồng gần nhà với đúng tuyến hoặc còn chỗ.","Là người đang hỗ trợ người thân có sự đồng ý, tôi muốn tìm trường gần nhà có thể tiếp nhận học sinh, để không đánh đồng gần nhà với đúng tuyến hoặc còn chỗ. Bối cảnh hiện tại: hai nguồn chính thức đưa thông tin khác nhau.",hai nguồn chính thức đưa thông tin khác nhau,Người dùng bắt đầu hoặc tiếp tục nhu cầu trên LC Compass.,False,Nhu cầu này chưa nằm trong gói nội dung thí điểm.,OFFICIAL_REDIRECT,OUT_OF_SCOPE,"Nêu rõ chưa hỗ trợ nhu cầu này; dẫn danh mục chính thức, không bịa câu trả lời để giữ người dùng.",hỗ trợ thao tác không đồng nghĩa đại diện pháp lý,không tự chọn nguồn thuận tiện hoặc ghép hai phiên bản,Thực hiện OFFICIAL_REDIRECT; hỗ trợ thao tác không đồng nghĩa đại diện pháp lý; không tự chọn nguồn thuận tiện hoặc ghép hai phiên bản.,Giả định cho thiết kế; chưa kiểm tra trên người thật hoặc AI thật.
LC-07966,dia_diem-10,dia_diem,P07,S06,proxy_yes,missing_fact,True,"Là người đang hỗ trợ người thân có sự đồng ý, tôi muốn tìm trường gần nhà có thể tiếp nhận học sinh, để không đánh đồng gần nhà với đúng tuyến hoặc còn chỗ.","Là người đang hỗ trợ người thân có sự đồng ý, tôi muốn tìm trường gần nhà có thể tiếp nhận học sinh, để không đánh đồng gần nhà với đúng tuyến hoặc còn chỗ. Bối cảnh hiện tại: người dùng chưa biết một điều kiện quyết định nhánh.",người dùng chưa biết một điều kiện quyết định nhánh,Người dùng bắt đầu hoặc tiếp tục nhu cầu trên LC Compass.,False,Nhu cầu này chưa nằm trong gói nội dung thí điểm.,OFFICIAL_REDIRECT,OUT_OF_SCOPE,"Nêu rõ chưa hỗ trợ nhu cầu này; dẫn danh mục chính thức, không bịa câu trả lời để giữ người dùng.",hỗ trợ thao tác không đồng nghĩa đại diện pháp lý,cho phép không biết; không tự điền điều kiện,Thực hiện OFFICIAL_REDIRECT; hỗ trợ thao tác không đồng nghĩa đại diện pháp lý; cho phép không biết; không tự điền điều kiện.,Giả định cho thiết kế; chưa kiểm tra trên người thật hoặc AI thật.
LC-07967,dia_diem-10,dia_diem,P07,S07,proxy_yes,sensitive,True,"Là người đang hỗ trợ người thân có sự đồng ý, tôi muốn tìm trường gần nhà có thể tiếp nhận học sinh, để không đánh đồng gần nhà với đúng tuyến hoặc còn chỗ.","Là người đang hỗ trợ người thân có sự đồng ý, tôi muốn tìm trường gần nhà có thể tiếp nhận học sinh, để không đánh đồng gần nhà với đúng tuyến hoặc còn chỗ. Bối cảnh hiện tại: người dùng định dán ảnh căn cước hoặc mã đăng nhập vào ô hỏi.",người dùng định dán ảnh căn cước hoặc mã đăng nhập vào ô hỏi,Người dùng bắt đầu hoặc tiếp tục nhu cầu trên LC Compass.,False,Đầu vào nhạy cảm không cần thiết cho nhiệm vụ chuẩn bị.,REMOVE_SENSITIVE,OUT_OF_SCOPE,"Không nhận ảnh giấy tờ, mật khẩu, OTP; bỏ nội dung nhạy cảm và tiếp tục bằng thông tin phân loại.",hỗ trợ thao tác không đồng nghĩa đại diện pháp lý,chặn đầu vào nhạy cảm trước khi gửi ra dịch vụ ngoài,Thực hiện REMOVE_SENSITIVE; hỗ trợ thao tác không đồng nghĩa đại diện pháp lý; chặn đầu vào nhạy cảm trước khi gửi ra dịch vụ ngoài.,Giả định cho thiết kế; chưa kiểm tra trên người thật hoặc AI thật.
LC-07968,dia_diem-10,dia_diem,P07,S08,proxy_yes,offline,True,"Là người đang hỗ trợ người thân có sự đồng ý, tôi muốn tìm trường gần nhà có thể tiếp nhận học sinh, để không đánh đồng gần nhà với đúng tuyến hoặc còn chỗ.","Là người đang hỗ trợ người thân có sự đồng ý, tôi muốn tìm trường gần nhà có thể tiếp nhận học sinh, để không đánh đồng gần nhà với đúng tuyến hoặc còn chỗ. Bối cảnh hiện tại: mất mạng sau khi đã mở được phiếu, không thể kiểm tra phiên bản mới.","mất mạng sau khi đã mở được phiếu, không thể kiểm tra phiên bản mới",Người dùng bắt đầu hoặc tiếp tục nhu cầu trên LC Compass.,False,Nhu cầu này chưa nằm trong gói nội dung thí điểm.,OFFICIAL_REDIRECT,OUT_OF_SCOPE,"Nêu rõ chưa hỗ trợ nhu cầu này; dẫn danh mục chính thức, không bịa câu trả lời để giữ người dùng.",hỗ trợ thao tác không đồng nghĩa đại diện pháp lý,chỉ xem lại phiếu có mốc thời gian; không khẳng định vừa xác minh,Thực hiện OFFICIAL_REDIRECT; hỗ trợ thao tác không đồng nghĩa đại diện pháp lý; chỉ xem lại phiếu có mốc thời gian; không khẳng định vừa xác minh.,Giả định cho thiết kế; chưa kiểm tra trên người thật hoặc AI thật.
LC-07969,dia_diem-10,dia_diem,P07,S09,proxy_yes,ai_down,True,"Là người đang hỗ trợ người thân có sự đồng ý, tôi muốn tìm trường gần nhà có thể tiếp nhận học sinh, để không đánh đồng gần nhà với đúng tuyến hoặc còn chỗ.","Là người đang hỗ trợ người thân có sự đồng ý, tôi muốn tìm trường gần nhà có thể tiếp nhận học sinh, để không đánh đồng gần nhà với đúng tuyến hoặc còn chỗ. Bối cảnh hiện tại: dịch vụ AI hết hạn mức hoặc không phản hồi.",dịch vụ AI hết hạn mức hoặc không phản hồi,Người dùng bắt đầu hoặc tiếp tục nhu cầu trên LC Compass.,False,Nhu cầu này chưa nằm trong gói nội dung thí điểm.,OFFICIAL_REDIRECT,OUT_OF_SCOPE,"Nêu rõ chưa hỗ trợ nhu cầu này; dẫn danh mục chính thức, không bịa câu trả lời để giữ người dùng.",hỗ trợ thao tác không đồng nghĩa đại diện pháp lý,luồng lựa chọn và phiếu đã duyệt vẫn phải dùng được,Thực hiện OFFICIAL_REDIRECT; hỗ trợ thao tác không đồng nghĩa đại diện pháp lý; luồng lựa chọn và phiếu đã duyệt vẫn phải dùng được.,Giả định cho thiết kế; chưa kiểm tra trên người thật hoặc AI thật.
LC-07970,dia_diem-10,dia_diem,P07,S10,proxy_yes,urgent,True,"Là người đang hỗ trợ người thân có sự đồng ý, tôi muốn tìm trường gần nhà có thể tiếp nhận học sinh, để không đánh đồng gần nhà với đúng tuyến hoặc còn chỗ.","Là người đang hỗ trợ người thân có sự đồng ý, tôi muốn tìm trường gần nhà có thể tiếp nhận học sinh, để không đánh đồng gần nhà với đúng tuyến hoặc còn chỗ. Bối cảnh hiện tại: đang có nguy cơ an toàn tức thời tại nơi ở hoặc nơi người dùng hiện diện.",đang có nguy cơ an toàn tức thời tại nơi ở hoặc nơi người dùng hiện diện,Người dùng bắt đầu hoặc tiếp tục nhu cầu trên LC Compass.,False,Nguy cơ tức thời được ưu tiên hơn hành trình thủ tục.,URGENT_HELP,OUT_OF_SCOPE,Dừng hành trình thủ tục; ưu tiên liên hệ trợ giúp khẩn đã xác minh hoặc người hỗ trợ tại chỗ.,hỗ trợ thao tác không đồng nghĩa đại diện pháp lý,"ưu tiên tìm trợ giúp khẩn phù hợp, không tiếp tục hỏi thủ tục","Thực hiện URGENT_HELP; hỗ trợ thao tác không đồng nghĩa đại diện pháp lý; ưu tiên tìm trợ giúp khẩn phù hợp, không tiếp tục hỏi thủ tục.",Giả định cho thiết kế; chưa kiểm tra trên người thật hoặc AI thật.
LC-07971,dia_diem-10,dia_diem,P08,S01,proxy_no,clean,True,"Là người muốn làm giúp nhưng chưa hỏi ý kiến người liên quan, tôi muốn tìm trường gần nhà có thể tiếp nhận học sinh, để không đánh đồng gần nhà với đúng tuyến hoặc còn chỗ.","Là người muốn làm giúp nhưng chưa hỏi ý kiến người liên quan, tôi muốn tìm trường gần nhà có thể tiếp nhận học sinh, để không đánh đồng gần nhà với đúng tuyến hoặc còn chỗ. Bối cảnh hiện tại: thông tin tối thiểu đã rõ, nguồn và đầu mối trong mô hình đã được duyệt.","thông tin tối thiểu đã rõ, nguồn và đầu mối trong mô hình đã được duyệt",Người dùng bắt đầu hoặc tiếp tục nhu cầu trên LC Compass.,False,Nhu cầu này chưa nằm trong gói nội dung thí điểm.,OFFICIAL_REDIRECT,OUT_OF_SCOPE,"Nêu rõ chưa hỗ trợ nhu cầu này; dẫn danh mục chính thức, không bịa câu trả lời để giữ người dùng.",chỉ hướng dẫn chung; không tạo hoặc chia sẻ phiếu cá nhân,không biến phiếu chuẩn bị thành kết luận đủ điều kiện,Thực hiện OFFICIAL_REDIRECT; chỉ hướng dẫn chung; không tạo hoặc chia sẻ phiếu cá nhân; không biến phiếu chuẩn bị thành kết luận đủ điều kiện.,Giả định cho thiết kế; chưa kiểm tra trên người thật hoặc AI thật.
LC-07972,dia_diem-10,dia_diem,P08,S02,proxy_no,unknown_area,True,"Là người muốn làm giúp nhưng chưa hỏi ý kiến người liên quan, tôi muốn tìm trường gần nhà có thể tiếp nhận học sinh, để không đánh đồng gần nhà với đúng tuyến hoặc còn chỗ.","Là người muốn làm giúp nhưng chưa hỏi ý kiến người liên quan, tôi muốn tìm trường gần nhà có thể tiếp nhận học sinh, để không đánh đồng gần nhà với đúng tuyến hoặc còn chỗ. Bối cảnh hiện tại: chỉ biết tên quận cũ, chưa xác định phường hiện tại.","chỉ biết tên quận cũ, chưa xác định phường hiện tại",Người dùng bắt đầu hoặc tiếp tục nhu cầu trên LC Compass.,False,Chưa xác định địa bàn thì không áp nội dung địa phương.,ASK_AREA,OUT_OF_SCOPE,Hỏi lại phường hiện tại hoặc hỗ trợ xác minh địa bàn; chưa xuất checklist địa phương.,chỉ hướng dẫn chung; không tạo hoặc chia sẻ phiếu cá nhân,không đoán địa giới từ tên đường hoặc tên quận cũ,Thực hiện ASK_AREA; chỉ hướng dẫn chung; không tạo hoặc chia sẻ phiếu cá nhân; không đoán địa giới từ tên đường hoặc tên quận cũ.,Giả định cho thiết kế; chưa kiểm tra trên người thật hoặc AI thật.
LC-07973,dia_diem-10,dia_diem,P08,S03,proxy_no,outside,True,"Là người muốn làm giúp nhưng chưa hỏi ý kiến người liên quan, tôi muốn tìm trường gần nhà có thể tiếp nhận học sinh, để không đánh đồng gần nhà với đúng tuyến hoặc còn chỗ.","Là người muốn làm giúp nhưng chưa hỏi ý kiến người liên quan, tôi muốn tìm trường gần nhà có thể tiếp nhận học sinh, để không đánh đồng gần nhà với đúng tuyến hoặc còn chỗ. Bối cảnh hiện tại: xác nhận việc cần giải quyết ở ngoài phường Liên Chiểu.",xác nhận việc cần giải quyết ở ngoài phường Liên Chiểu,Người dùng bắt đầu hoặc tiếp tục nhu cầu trên LC Compass.,False,Phạm vi hướng dẫn phụ thuộc địa bàn được xác nhận.,OUTSIDE,OUT_OF_SCOPE,Thông báo ngoài địa bàn; mở danh mục chính thức để người dùng chọn nơi phù hợp.,chỉ hướng dẫn chung; không tạo hoặc chia sẻ phiếu cá nhân,không áp hướng dẫn địa phương sang nơi khác,Thực hiện OUTSIDE; chỉ hướng dẫn chung; không tạo hoặc chia sẻ phiếu cá nhân; không áp hướng dẫn địa phương sang nơi khác.,Giả định cho thiết kế; chưa kiểm tra trên người thật hoặc AI thật.
LC-07974,dia_diem-10,dia_diem,P08,S04,proxy_no,stale,True,"Là người muốn làm giúp nhưng chưa hỏi ý kiến người liên quan, tôi muốn tìm trường gần nhà có thể tiếp nhận học sinh, để không đánh đồng gần nhà với đúng tuyến hoặc còn chỗ.","Là người muốn làm giúp nhưng chưa hỏi ý kiến người liên quan, tôi muốn tìm trường gần nhà có thể tiếp nhận học sinh, để không đánh đồng gần nhà với đúng tuyến hoặc còn chỗ. Bối cảnh hiện tại: nguồn hướng dẫn đã quá ngày rà soát quy định trong bộ dữ liệu.",nguồn hướng dẫn đã quá ngày rà soát quy định trong bộ dữ liệu,Người dùng bắt đầu hoặc tiếp tục nhu cầu trên LC Compass.,False,Nhu cầu này chưa nằm trong gói nội dung thí điểm.,OFFICIAL_REDIRECT,OUT_OF_SCOPE,"Nêu rõ chưa hỗ trợ nhu cầu này; dẫn danh mục chính thức, không bịa câu trả lời để giữ người dùng.",chỉ hướng dẫn chung; không tạo hoặc chia sẻ phiếu cá nhân,không trình bày dữ liệu cũ như đang còn hiệu lực,Thực hiện OFFICIAL_REDIRECT; chỉ hướng dẫn chung; không tạo hoặc chia sẻ phiếu cá nhân; không trình bày dữ liệu cũ như đang còn hiệu lực.,Giả định cho thiết kế; chưa kiểm tra trên người thật hoặc AI thật.
LC-07975,dia_diem-10,dia_diem,P08,S05,proxy_no,conflict,True,"Là người muốn làm giúp nhưng chưa hỏi ý kiến người liên quan, tôi muốn tìm trường gần nhà có thể tiếp nhận học sinh, để không đánh đồng gần nhà với đúng tuyến hoặc còn chỗ.","Là người muốn làm giúp nhưng chưa hỏi ý kiến người liên quan, tôi muốn tìm trường gần nhà có thể tiếp nhận học sinh, để không đánh đồng gần nhà với đúng tuyến hoặc còn chỗ. Bối cảnh hiện tại: hai nguồn chính thức đưa thông tin khác nhau.",hai nguồn chính thức đưa thông tin khác nhau,Người dùng bắt đầu hoặc tiếp tục nhu cầu trên LC Compass.,False,Nhu cầu này chưa nằm trong gói nội dung thí điểm.,OFFICIAL_REDIRECT,OUT_OF_SCOPE,"Nêu rõ chưa hỗ trợ nhu cầu này; dẫn danh mục chính thức, không bịa câu trả lời để giữ người dùng.",chỉ hướng dẫn chung; không tạo hoặc chia sẻ phiếu cá nhân,không tự chọn nguồn thuận tiện hoặc ghép hai phiên bản,Thực hiện OFFICIAL_REDIRECT; chỉ hướng dẫn chung; không tạo hoặc chia sẻ phiếu cá nhân; không tự chọn nguồn thuận tiện hoặc ghép hai phiên bản.,Giả định cho thiết kế; chưa kiểm tra trên người thật hoặc AI thật.
LC-07976,dia_diem-10,dia_diem,P08,S06,proxy_no,missing_fact,True,"Là người muốn làm giúp nhưng chưa hỏi ý kiến người liên quan, tôi muốn tìm trường gần nhà có thể tiếp nhận học sinh, để không đánh đồng gần nhà với đúng tuyến hoặc còn chỗ.","Là người muốn làm giúp nhưng chưa hỏi ý kiến người liên quan, tôi muốn tìm trường gần nhà có thể tiếp nhận học sinh, để không đánh đồng gần nhà với đúng tuyến hoặc còn chỗ. Bối cảnh hiện tại: người dùng chưa biết một điều kiện quyết định nhánh.",người dùng chưa biết một điều kiện quyết định nhánh,Người dùng bắt đầu hoặc tiếp tục nhu cầu trên LC Compass.,False,Nhu cầu này chưa nằm trong gói nội dung thí điểm.,OFFICIAL_REDIRECT,OUT_OF_SCOPE,"Nêu rõ chưa hỗ trợ nhu cầu này; dẫn danh mục chính thức, không bịa câu trả lời để giữ người dùng.",chỉ hướng dẫn chung; không tạo hoặc chia sẻ phiếu cá nhân,cho phép không biết; không tự điền điều kiện,Thực hiện OFFICIAL_REDIRECT; chỉ hướng dẫn chung; không tạo hoặc chia sẻ phiếu cá nhân; cho phép không biết; không tự điền điều kiện.,Giả định cho thiết kế; chưa kiểm tra trên người thật hoặc AI thật.
LC-07977,dia_diem-10,dia_diem,P08,S07,proxy_no,sensitive,True,"Là người muốn làm giúp nhưng chưa hỏi ý kiến người liên quan, tôi muốn tìm trường gần nhà có thể tiếp nhận học sinh, để không đánh đồng gần nhà với đúng tuyến hoặc còn chỗ.","Là người muốn làm giúp nhưng chưa hỏi ý kiến người liên quan, tôi muốn tìm trường gần nhà có thể tiếp nhận học sinh, để không đánh đồng gần nhà với đúng tuyến hoặc còn chỗ. Bối cảnh hiện tại: người dùng định dán ảnh căn cước hoặc mã đăng nhập vào ô hỏi.",người dùng định dán ảnh căn cước hoặc mã đăng nhập vào ô hỏi,Người dùng bắt đầu hoặc tiếp tục nhu cầu trên LC Compass.,False,Đầu vào nhạy cảm không cần thiết cho nhiệm vụ chuẩn bị.,REMOVE_SENSITIVE,OUT_OF_SCOPE,"Không nhận ảnh giấy tờ, mật khẩu, OTP; bỏ nội dung nhạy cảm và tiếp tục bằng thông tin phân loại.",chỉ hướng dẫn chung; không tạo hoặc chia sẻ phiếu cá nhân,chặn đầu vào nhạy cảm trước khi gửi ra dịch vụ ngoài,Thực hiện REMOVE_SENSITIVE; chỉ hướng dẫn chung; không tạo hoặc chia sẻ phiếu cá nhân; chặn đầu vào nhạy cảm trước khi gửi ra dịch vụ ngoài.,Giả định cho thiết kế; chưa kiểm tra trên người thật hoặc AI thật.
LC-07978,dia_diem-10,dia_diem,P08,S08,proxy_no,offline,True,"Là người muốn làm giúp nhưng chưa hỏi ý kiến người liên quan, tôi muốn tìm trường gần nhà có thể tiếp nhận học sinh, để không đánh đồng gần nhà với đúng tuyến hoặc còn chỗ.","Là người muốn làm giúp nhưng chưa hỏi ý kiến người liên quan, tôi muốn tìm trường gần nhà có thể tiếp nhận học sinh, để không đánh đồng gần nhà với đúng tuyến hoặc còn chỗ. Bối cảnh hiện tại: mất mạng sau khi đã mở được phiếu, không thể kiểm tra phiên bản mới.","mất mạng sau khi đã mở được phiếu, không thể kiểm tra phiên bản mới",Người dùng bắt đầu hoặc tiếp tục nhu cầu trên LC Compass.,False,Nhu cầu này chưa nằm trong gói nội dung thí điểm.,OFFICIAL_REDIRECT,OUT_OF_SCOPE,"Nêu rõ chưa hỗ trợ nhu cầu này; dẫn danh mục chính thức, không bịa câu trả lời để giữ người dùng.",chỉ hướng dẫn chung; không tạo hoặc chia sẻ phiếu cá nhân,chỉ xem lại phiếu có mốc thời gian; không khẳng định vừa xác minh,Thực hiện OFFICIAL_REDIRECT; chỉ hướng dẫn chung; không tạo hoặc chia sẻ phiếu cá nhân; chỉ xem lại phiếu có mốc thời gian; không khẳng định vừa xác minh.,Giả định cho thiết kế; chưa kiểm tra trên người thật hoặc AI thật.
LC-07979,dia_diem-10,dia_diem,P08,S09,proxy_no,ai_down,True,"Là người muốn làm giúp nhưng chưa hỏi ý kiến người liên quan, tôi muốn tìm trường gần nhà có thể tiếp nhận học sinh, để không đánh đồng gần nhà với đúng tuyến hoặc còn chỗ.","Là người muốn làm giúp nhưng chưa hỏi ý kiến người liên quan, tôi muốn tìm trường gần nhà có thể tiếp nhận học sinh, để không đánh đồng gần nhà với đúng tuyến hoặc còn chỗ. Bối cảnh hiện tại: dịch vụ AI hết hạn mức hoặc không phản hồi.",dịch vụ AI hết hạn mức hoặc không phản hồi,Người dùng bắt đầu hoặc tiếp tục nhu cầu trên LC Compass.,False,Nhu cầu này chưa nằm trong gói nội dung thí điểm.,OFFICIAL_REDIRECT,OUT_OF_SCOPE,"Nêu rõ chưa hỗ trợ nhu cầu này; dẫn danh mục chính thức, không bịa câu trả lời để giữ người dùng.",chỉ hướng dẫn chung; không tạo hoặc chia sẻ phiếu cá nhân,luồng lựa chọn và phiếu đã duyệt vẫn phải dùng được,Thực hiện OFFICIAL_REDIRECT; chỉ hướng dẫn chung; không tạo hoặc chia sẻ phiếu cá nhân; luồng lựa chọn và phiếu đã duyệt vẫn phải dùng được.,Giả định cho thiết kế; chưa kiểm tra trên người thật hoặc AI thật.
